title;description;artist;culture;country;teaserText;url;image;regularImage;largeImage;date;Century;medium;simplified mediums;accessionNumber;galleryInformation
"Harper""s: May";Edward Penfield (American, Brooklyn, New York 1866–1925 Beacon, New York);Edward Penfield;;;Edward Penfield (American, Brooklyn, New York 1866–1925 Beacon, New York) Date: 1898 Accession Number: 57.627.9(7);/art/collection/search/339226?&ao=on&ft=Rooster&offset=400&rpp=100&pos=415;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP823808.jpg;dp/web-additional/DP823808.jpg;dp/web-large/DP823808.jpg;1898;19th century;Lithograph;Lithograph;57.627.9(7);Not on view
The Fox and the Grapes;Thomas Rowlandson (British, London 1757–1827 London);Thomas Rowlandson;;;Thomas Rowlandson (British, London 1757–1827 London) Date: September 15, 1808 Accession Number: 59.533.1177;/art/collection/search/392752?&ao=on&ft=Rooster&offset=400&rpp=100&pos=416;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP873960.jpg;dp/web-additional/DP873960.jpg;dp/web-large/DP873960.jpg;September 15, 1808;19th century;Hand-colored etching;Etching;595.331.177;Not on view
"Harper""s: March";Edward Penfield (American, Brooklyn, New York 1866–1925 Beacon, New York);Edward Penfield;;;Edward Penfield (American, Brooklyn, New York 1866–1925 Beacon, New York) Date: 1899 Accession Number: 1984.1202.115;/art/collection/search/339576?&ao=on&ft=Rooster&offset=400&rpp=100&pos=417;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP823803.jpg;dp/web-additional/DP823803.jpg;dp/web-large/DP823803.jpg;1899;19th century;Lithograph;Lithograph;19.841.202.115;Not on view
Morning Journal;Louis John Rhead (American (born England), Etruria 1857–1926 Amityville, New York);Louis John Rhead;;;Louis John Rhead (American (born England), Etruria 1857–1926 Amityville, New York) Date: 1895 Accession Number: 1986.1005.15;/art/collection/search/339260?&ao=on&ft=Rooster&offset=400&rpp=100&pos=418;https://images.metmuseum.org/CRDImages/dp/mobile-large/DT8570.jpg;dp/web-additional/DT8570.jpg;dp/web-large/DT8570.jpg;1895;19th century;Lithograph;Lithograph;1986.1005.15;Not on view
"Procession in Honor of  the Emperor""s Jubilee, 1908, Military Procession, Representing the End of the 16th Century (Kaiser Huldigungs Festzug, 1908, Heerzug Ende 16 Jahrhunderts)";Remigius Geyling (Austrian, Vienna 1878–1974 Vienna);Remigius Geyling;;;Remigius Geyling (Austrian, Vienna 1878–1974 Vienna) Date: 1908 Accession Number: WW.167;/art/collection/search/389258?&ao=on&ft=Rooster&offset=400&rpp=100&pos=419;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP844365.jpg;dp/web-additional/DP844365.jpg;dp/web-large/DP844365.jpg;1908;20th century;Color lithograph;Lithograph;WW.167;Not on view
Terracotta neck-amphora (jar);Attributed to the Painter of the Cambridge Hydria;Painter of the Cambridge Hydria;Greek, Chalcidian;Greece;Attributed to the Painter of the Cambridge HydriaDate: ca. 540 BCE Accession Number: 63.11.3;/art/collection/search/255151?&ao=on&ft=Rooster&offset=400&rpp=100&pos=420;https://images.metmuseum.org/CRDImages/gr/mobile-large/DT5479.jpg;gr/web-additional/DT5479.jpg;gr/web-large/DT5479.jpg;ca. 540 BCE;6th century BCE;Terracotta;Terracotta;63.11.3;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjk4MTgxLDQwLjc3ODg0MjlAbG1ANzkwOTYwMjg3MjMx' target='_blank'>Gallery 152</a>
Cock Eyeing a Free-standing Screen Painted with Cock, Hen, and Chicks, from Spring Rain Surimono Album (Harusame surimono-j?), vol. 1;Yanagawa Shigenobu (Japanese, 1787–1832);Yanagawa Shigenobu;Japan;Japan;Yanagawa Shigenobu (Japanese, 1787–1832) Date: probably 1813 Accession Number: JP1944;/art/collection/search/54512?&ao=on&ft=Rooster&offset=400&rpp=100&pos=421;https://images.metmuseum.org/CRDImages/as/mobile-large/DP135763.jpg;as/web-additional/DP135763.jpg;as/web-large/DP135763.jpg;probably 1813;19th century;"Privately published woodblock prints (surimono) mounted in an album; ink and color on paper 
";"Paper 
";JP1944;Not on view
Mixed Verses on J?ruri (Puppet Theater) (Ehon j?ruri zekku) ???????;Katsushika Hokusai ???? (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo));Katsushika Hokusai ????;Japan;Japan;Katsushika Hokusai ???? (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)) Date: 1815 Accession Number: 2013.878;/art/collection/search/78768?&ao=on&ft=Rooster&offset=400&rpp=100&pos=422;https://images.metmuseum.org/CRDImages/as/mobile-large/2013_878_10_crd.jpg;as/web-additional/2013_878_10_crd.jpg;as/web-large/2013_878_10_crd.jpg;1815;19th century;"Woodblock printed book; ink on paper";Paper;2.013.878;Not on view
S? Shiseki Picture Album (S? Shiseki gafu)  ?????;S? Shiseki ??? (Japanese, 1715–1786);S? Shiseki ???;Japan;Japan;S? Shiseki ??? (Japanese, 1715–1786) Date: 1764 Accession Number: 2013.814a–c;/art/collection/search/78704?&ao=on&ft=Rooster&offset=400&rpp=100&pos=423;https://images.metmuseum.org/CRDImages/as/mobile-large/2013_814_a_c_a_11_crd.jpg;as/web-additional/2013_814_a_c_a_11_crd.jpg;as/web-large/2013_814_a_c_a_11_crd.jpg;1764;18th century;"Set of three woodblock printed books; ink, color, and hand-coloring (vol. 2) on paper";Paper;2013.814a–c;Not on view
Terracotta askos (flask with a spout) in the form of a cock;;;Italic;Italy;Date: 3rd century BCE Accession Number: 06.1021.265;/art/collection/search/247430?&ao=on&ft=Rooster&offset=400&rpp=100&pos=424;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP1229.jpg;gr/web-additional/DP1229.jpg;gr/web-large/DP1229.jpg;3rd century BCE;3rd century BCE;Terracotta;Terracotta;61.021.265;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>
Saucer;Chelsea Porcelain Manufactory (British, 1744–1784);Chelsea Porcelain Manufactory;British, Chelsea;United Kingdom;Chelsea Porcelain Manufactory (British, 1744–1784) Date: ca. 1752–55 Accession Number: 64.101.448;/art/collection/search/815758?&ao=on&ft=Rooster&offset=400&rpp=100&pos=425;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-28345-019.jpg;es/web-additional/DP-28345-019.jpg;es/web-large/DP-28345-019.jpg;ca. 1752–55;18th century;Soft-paste porcelain;Porcelain;64.101.448;Not on view
Reversible brooch;Alexis Falize (French, 1811–98);Alexis Falize;French, Paris;France;Alexis Falize (French, 1811–98) Date: ca. 1869 Accession Number: 2015.403.5;/art/collection/search/679611?&ao=on&ft=Rooster&offset=400&rpp=100&pos=426;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-12365-015.jpg;es/web-additional/DP-12365-015.jpg;es/web-large/DP-12365-015.jpg;ca. 1869;19th century;Gold, cloisonné enamel;Gold;2015.403.5;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDAyNjI0LDQwLjc3ODg0MDM5QGxtQDQzMDExMDExMTE5Ng==' target='_blank'>Gallery 556</a>
Crazy Quilt;Unknown;Unknown;American;USA;UnknownDate: ca. 1880–1900 Accession Number: 2016.108;/art/collection/search/701310?&ao=on&ft=Rooster&offset=400&rpp=100&pos=427;https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-22360-009.jpg;ad/web-additional/DP-22360-009.jpg;ad/web-large/DP-22360-009.jpg;ca. 1880–1900;19th century;Wool with wool and silk embroidery;Wool;2.016.108;Not on view
The Triumph of Fame over Death;;;South Netherlandish;Netherlands;Date: ca. 1500–1530 Accession Number: 41.167.2;/art/collection/search/467829?&ao=on&ft=Rooster&offset=400&rpp=100&pos=428;https://images.metmuseum.org/CRDImages/md/mobile-large/DT4757.jpg;md/web-additional/DT4757.jpg;md/web-large/DT4757.jpg;ca. 1500–1530;16th century;"Wool warp;  wool and silk wefts";Wool;41.167.2;Not on view
Saint Peter;Lukas Stipperger (Austrian, Vienna 1755–1806 Vienna);Lukas Stipperger;;;Lukas Stipperger (Austrian, Vienna 1755–1806 Vienna) Date: 1799 Accession Number: 2008.139;/art/collection/search/382640?&ao=on&ft=Rooster&offset=400&rpp=100&pos=429;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP804037.jpg;dp/web-additional/DP804037.jpg;dp/web-large/DP804037.jpg;1799;18th century;"Pen and brown ink, brush and brown wash, heightened with pink-white bodycolour, over a sketch in graphite or black chalk; framing lines in pen and brown ink (?), by the artist";Ink;2.008.139;Not on view
Modelbuch aller Art Nehens vn Stickens (Page 13v);Christian Egenolff (German, Hadamar 1502–1555 Frankfurt);Christian Egenolff;;;Christian Egenolff (German, Hadamar 1502–1555 Frankfurt) Date: 1535 Accession Number: 33.69(13v);/art/collection/search/681535?&ao=on&ft=Rooster&offset=400&rpp=100&pos=430;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP369100.jpg;dp/web-additional/DP369100.jpg;dp/web-large/DP369100.jpg;1535;16th century;Woodcut;Paper;33.69(13v);Not on view
Jasper ring stone;;;Roman;Roman;Date: ca. 2nd century BCE–3rd century CE Accession Number: 41.160.563;/art/collection/search/253780?&ao=on&ft=Rooster&offset=400&rpp=100&pos=431;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP143819.jpg;gr/web-additional/DP143819.jpg;gr/web-large/DP143819.jpg;ca. 2nd century BCE–3rd century CE;1st century;Jasper;Jasper;41.160.563;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>
Terracotta Panathenaic prize amphora (jar);Compared with work by the Painter of Boulogne 441;Painter of Boulogne 441;Greek, Attic;Greece;Compared with work by the Painter of Boulogne 441Date: ca. 520 BCE Accession Number: 56.171.4;/art/collection/search/254862?&ao=on&ft=Rooster&offset=400&rpp=100&pos=432;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP227372.jpg;gr/web-additional/DP227372.jpg;gr/web-large/DP227372.jpg;ca. 520 BCE;6th century BCE;Terracotta;Terracotta;56.171.4;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>
Tall-Case Clock;Edward Duffield (American, 1720–1801);Edward Duffield;American;USA;Edward Duffield (American, 1720–1801) Date: 1765–80 Accession Number: 2014.223a–c;/art/collection/search/640570?&ao=on&ft=Rooster&offset=400&rpp=100&pos=433;https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-949-001.jpg;ad/web-additional/DP-949-001.jpg;ad/web-large/DP-949-001.jpg;1765–80;18th century;Mahogany, tulip poplar, white pine, brass, and iron;Wood;2014.223a–c;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE2ODc0LDQwLjc4MDQxMjZAbG1AMTAwOTQ4ODY5NDUyOA==' target='_blank'>Gallery 721</a>
Terracotta oinochoe: chous (jug);Attributed to the Pan Painter;Pan Painter;Greek, Attic;Greece;Attributed to the Pan PainterDate: ca. 5th century BCE Accession Number: 23.160.55;/art/collection/search/251399?&ao=on&ft=Rooster&offset=400&rpp=100&pos=434;https://images.metmuseum.org/CRDImages/gr/mobile-large/GR1059.jpg;gr/web-additional/GR1059.jpg;gr/web-large/GR1059.jpg;ca. 5th century BCE;5th century BCE;Terracotta;Terracotta;23.160.55;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM0MDY5LDQwLjc3ODY5ODI4QGxtQDQyMDQ5NjQ3NTAzNw==' target='_blank'>Gallery 157</a>
Gallic Cock;Frances Kent Lamont (American, 1899–1975);Frances Kent Lamont;;;Frances Kent Lamont (American, 1899–1975) Date: 1942 Accession Number: 42.177;/art/collection/search/488052?&ao=on&ft=Rooster&offset=400&rpp=100&pos=435;https://images.metmuseum.org/CRDImages/ma/mobile-large/sf42.177.jpg;ma/web-additional/sf42.177.jpg;ma/web-large/sf42.177.jpg;1942;20th century;Brass;Brass;42.177;Not on view
Ecce Homo;Maerten de Vos (Netherlandish, Antwerp 1532–1603 Antwerp);Maerten de Vos;;;Maerten de Vos (Netherlandish, Antwerp 1532–1603 Antwerp) Date: 1584 Accession Number: 2002.120;/art/collection/search/352012?&ao=on&ft=Rooster&offset=400&rpp=100&pos=436;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP801112.jpg;dp/web-additional/DP801112.jpg;dp/web-large/DP801112.jpg;1584;16th century;"Pen and brown ink, brush and brown and gray wash; incised for transfer; framing lines in pen and brown ink";Ink;2.002.120;Not on view
Coat of Arms with a Cock;Sebald Beham (German, Nuremberg 1500–1550 Frankfurt);Sebald Beham;;;Sebald Beham (German, Nuremberg 1500–1550 Frankfurt) Date: 1543 Accession Number: 18.15;/art/collection/search/418368?&ao=on&ft=Rooster&offset=400&rpp=100&pos=437;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP834271.jpg;dp/web-additional/DP834271.jpg;dp/web-large/DP834271.jpg;1543;16th century;Engraving;Engraving;18.15;Not on view
Kitenge (Fabric Yardage);Tasini, Tanzania;Tasini, Tanzania;;;Tasini, TanzaniaDate: 1971 Accession Number: 1975.228.5;/art/collection/search/85582?&ao=on&ft=Rooster&offset=400&rpp=100&pos=438;https://images.metmuseum.org/CRDImages/ao/mobile-large/DP-26746-002.jpg;ao/web-additional/DP-26746-002.jpg;ao/web-large/DP-26746-002.jpg;1971;20th century;Cotton;Cotton;1975.228.5;Not on view
"""Again, Madame, whether you do or do not want to divorce, you are perfectly free""";J. J. Grandville (French, Nancy 1803–1847 Vanves);J. J. Grandville;;;J. J. Grandville (French, Nancy 1803–1847 Vanves) Date: 1832 Accession Number: 63.625.100;/art/collection/search/388104?&ao=on&ft=Rooster&offset=400&rpp=100&pos=439;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP887437.jpg;dp/web-additional/DP887437.jpg;dp/web-large/DP887437.jpg;1832;19th century;Lithograph;Lithograph;63.625.100;Not on view
Barberini Cabinet;Galleria dei Lavori, Florence;Galleria dei Lavori, Florence;Italian, Florence;Italy;Galleria dei Lavori, FlorenceDate: ca. 1606–23 Accession Number: 1988.19;/art/collection/search/207712?&ao=on&ft=Rooster&offset=400&rpp=100&pos=440;https://images.metmuseum.org/CRDImages/es/mobile-large/DP106703.jpg;es/web-additional/DP106703.jpg;es/web-large/DP106703.jpg;ca. 1606–23;17th century;"Oak and poplar veneered with various exotic hardwoods, with ebony moldings and plaques of marble, slate (paragon); pietre dure work consisting of colored marbles, rock crystal, and various hardstones";Wood;1988.19;Not on view
Easter Card;Mela Koehler (Austrian, Vienna 1885–1960 Stockholm);Mela Koehler;;;Mela Koehler (Austrian, Vienna 1885–1960 Stockholm) Date: 1911 Accession Number: WW.551;/art/collection/search/650205?&ao=on&ft=Rooster&offset=400&rpp=100&pos=441;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP848989.jpg;dp/web-additional/DP848989.jpg;dp/web-large/DP848989.jpg;1911;20th century;Color lithograph;Lithograph;WW.551;Not on view
The Old Cock;Félix Bracquemond (French, Paris 1833–1914 Sèvres);Félix Bracquemond;;;Félix Bracquemond (French, Paris 1833–1914 Sèvres) Date: ca. 1882 Accession Number: 67.844.1;/art/collection/search/343435?&ao=on&ft=Rooster&offset=400&rpp=100&pos=442;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP805497.jpg;dp/web-additional/DP805497.jpg;dp/web-large/DP805497.jpg;ca. 1882;19th century;Watercolor over black chalk;Watercolor;67.844.1;Not on view
Where the Eggs and the Good Roast Come From;Paul Klee (German (born Switzerland), Münchenbuchsee 1879–1940 Muralto-Locarno);Paul Klee;;;Paul Klee (German (born Switzerland), Münchenbuchsee 1879–1940 Muralto-Locarno) Date: 1921 Accession Number: 1987.455.6;/art/collection/search/484875?&ao=on&ft=Rooster&offset=400&rpp=100&pos=443;https://images.metmuseum.org/CRDImages/ma/mobile-large/DT5836.jpg;ma/web-additional/DT5836.jpg;ma/web-large/DT5836.jpg;1921;20th century;Watercolor and transferred printing ink on paper mounted on cardboard;Watercolor;1987.455.6;Not on view
Watch;Watchmaker: Anthoine Arlaud (born ca. 1590, after 1641);Anthoine Arlaud;Swiss, Geneva;Switzerland;Watchmaker: Anthoine Arlaud (born ca. 1590, after 1641) Date: ca. 1620–30 Accession Number: 17.190.1610;/art/collection/search/194198?&ao=on&ft=Rooster&offset=400&rpp=100&pos=444;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-29565-002.jpg;es/web-additional/DP-29565-002.jpg;es/web-large/DP-29565-002.jpg;ca. 1620–30;17th century;"Case: rock crystal, with gilded silver mounts; Dial: silver, partly gilded; Movement: gilded brass and steel";Silver;171.901.610;Not on view
Cow with a Parasol;Marc Chagall (French, Vitebsk 1887–1985 Saint-Paul-de-Vence);Marc Chagall;;;Marc Chagall (French, Vitebsk 1887–1985 Saint-Paul-de-Vence) Date: 1946 Accession Number: 2007.247.3;/art/collection/search/494303?&ao=on&ft=Rooster&offset=400&rpp=100&pos=445;https://images.metmuseum.org/CRDImages/ma/mobile-large/DP263839.jpg;ma/web-additional/DP263839.jpg;ma/web-large/DP263839.jpg;1946;20th century;Oil on canvas;Oil on canvas;2007.247.3;Not on view
Headscarf;;;;;Date: 1800–1941 Accession Number: C.I.41.110.117;/art/collection/search/126644?&ao=on&ft=Rooster&offset=400&rpp=100&pos=446;https://images.metmuseum.org/CRDImages/is/mobile-large/CI41.110.117.jpg;is/web-additional/CI41.110.117.jpg;is/web-large/CI41.110.117.jpg;1800–1941;19th century;"Linen, silk; embroidered";Linen;C.I.41.110.117;Not on view
Aryballos (perfume jar) in the form of a cock;;;;;Date: 6th century BC Accession Number: 17.194.2456;/art/collection/search/573254?&ao=on&ft=Rooster&offset=400&rpp=100&pos=447;https://images.metmuseum.org/CRDImages/eg/mobile-large/DP-24816-003.jpg;eg/web-additional/DP-24816-003.jpg;eg/web-large/DP-24816-003.jpg;6th century BC;6th century BCE;Faience;Pottery;171.942.456;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjUwMTEyLDQwLjc4MDE2MDA4QGxtQDEwNjI2MTI3MDkyMzY=' target='_blank'>Gallery 130</a>
"Adam and the Beasts, Frontispiece to Hayley""s ""Ballads""";William Blake (British, London 1757–1827 London);William Blake;;;William Blake (British, London 1757–1827 London) Date: June 1, 1802 Accession Number: 2007.49.378;/art/collection/search/375911?&ao=on&ft=Rooster&offset=400&rpp=100&pos=448;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP817360.jpg;dp/web-additional/DP817360.jpg;dp/web-large/DP817360.jpg;June 1, 1802;19th century;Engraving;Engraving;2007.49.378;Not on view
Plate with flowers;;;China;China;Date: late 18th century Accession Number: 91.1.391;/art/collection/search/46442?&ao=on&ft=Rooster&offset=400&rpp=100&pos=449;https://images.metmuseum.org/CRDImages/as/mobile-large/LC-91_1_391_whs-002.jpg;as/web-additional/LC-91_1_391_whs-002.jpg;as/web-large/LC-91_1_391_whs-002.jpg;late 18th century;18th century;Porcelain painted in overglaze polychrome enamels (Jingdezhen ware);Porcelain;91.1.391;Not on view
One Hundred Boys;Kano Ein? (Japanese, 1631–1697);Kano Ein?;Japan;Japan;Kano Ein? (Japanese, 1631–1697) Date: 17th century Accession Number: 2009.260.1, .2;/art/collection/search/75372?&ao=on&ft=Rooster&offset=400&rpp=100&pos=450;https://images.metmuseum.org/CRDImages/as/mobile-large/DP229788.jpg;as/web-additional/DP229788.jpg;as/web-large/DP229788.jpg;17th century;17th century;"Pair of six-panel folding screens; ink, color, and gold on paper";Paper;2009.260.1, .2;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjY2NzYzLDQwLjc4MDI4NTU1QGxtQDk3NTA5MTA3NDg0NA==' target='_blank'>Gallery 230</a>
Ancestor Figure;;;Sawos people;Papua new Guinea;Date: 19th century or earlier Accession Number: 1979.206.1561;/art/collection/search/313780?&ao=on&ft=Rooster&offset=400&rpp=100&pos=451;https://images.metmuseum.org/CRDImages/ao/mobile-large/DP294667.jpg;ao/web-additional/DP294667.jpg;ao/web-large/DP294667.jpg;19th century or earlier;19th century;Wood, paint, fiber, ferrous metal;Wood;19.792.061.561;Not on view
Armorial Roundel;;;German;Germany;Date: ca. 1500 Accession Number: 1980.214.2;/art/collection/search/469847?&ao=on&ft=Rooster&offset=400&rpp=100&pos=452;https://images.metmuseum.org/CRDImages/cl/mobile-large/MED34.jpg;cl/web-additional/MED34.jpg;cl/web-large/MED34.jpg;ca. 1500;16th century;Pot-metal glass, vitreous paint, and silver stain;Glass;1980.214.2;On view at The Met Cloisters in <a href='https://maps.metmuseum.org' target='_blank'>Gallery 19</a>
Terracotta fragment of a kylix (drinking cup);;;Greek, Attic;Greece;Date: 500–490 BCE Accession Number: 2011.604.1.2879;/art/collection/search/689428?&ao=on&ft=Rooster&offset=400&rpp=100&pos=453;https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB02870_1_ff.jpg;gr/web-additional/DVB02870_1_ff.jpg;gr/web-large/DVB02870_1_ff.jpg;500–490 BCE;5th century BCE;Terracotta;Terracotta;2011.604.1.2879;Not on view
